Rentrée scolaire;Académie;Code du département;Département;UAI;Nom de l'établissement;Nom de la commune;Code INSEE de la commune;Secteur;Effectifs;IPS;Ecart-type de l'IPS
2023-2024;PARIS;075;PARIS;0750550R;COLLEGE LUCIE FAURE;PARIS 20E ARRONDISSEMENT;75120;public;356;107.5;41.6
2023-2024;PARIS;075;PARIS;0752195D;COLLEGE GERARD PHILIPE;PARIS 18E ARRONDISSEMENT;75118;public;321;105.1;41.4
2023-2024;PARIS;075;PARIS;0752248L;COLLEGE CESAR FRANCK;PARIS 2E ARRONDISSEMENT;75102;public;272;128.2;39.9
2023-2024;PARIS;075;PARIS;0752316K;COLLEGE GEORGE SAND;PARIS 13E ARRONDISSEMENT;75113;public;430;112.9;40.1
2023-2024;PARIS;075;PARIS;0752319N;COLLEGE ANTOINE COYSEVOX;PARIS 18E ARRONDISSEMENT;75118;public;325;109.3;36.2
2023-2024;PARIS;075;PARIS;0752524L;COLLEGE VICTOR HUGO;PARIS 3E ARRONDISSEMENT;75103;public;340;134.4;39.3
2023-2024;PARIS;075;PARIS;0752530T;COLLEGE OCTAVE GREARD;PARIS 8E ARRONDISSEMENT;75108;public;585;141.0;35.9
2023-2024;PARIS;075;PARIS;0752536Z;COLLEGE VOLTAIRE;PARIS 11E ARRONDISSEMENT;75111;public;445;125.8;42.6
2023-2024;PARIS;075;PARIS;0752540D;COLLEGE GABRIEL FAURE;PARIS 13E ARRONDISSEMENT;75113;public;440;106.4;37.0
2023-2024;PARIS;075;PARIS;0752546K;COLLEGE CAMILLE SEE;PARIS 15E ARRONDISSEMENT;75115;public;700;129.5;40.8
2023-2024;PARIS;075;PARIS;0752547L;COLLEGE CLAUDE BERNARD;PARIS 16E ARRONDISSEMENT;75116;public;315;107.9;33.8
2023-2024;PARIS;075;PARIS;0752550P;COLLEGE JEAN DE LA FONTAINE;PARIS 16E ARRONDISSEMENT;75116;public;773;135.7;35.9
2023-2024;PARIS;075;PARIS;0752554U;COLLEGE STEPHANE MALLARME;PARIS 17E ARRONDISSEMENT;75117;public;713;123.8;39.8
2023-2024;PARIS;075;PARIS;0752870M;COLLEGE PRIVE SAINT JEAN DE PASSY;PARIS 16E ARRONDISSEMENT;75116;privé sous contrat;1126;159.3;16.2
2023-2024;PARIS;075;PARIS;0752897S;COLLEGE PRIVE LA TOUR;PARIS 16E ARRONDISSEMENT;75116;privé sous contrat;581;147.6;16.3
2023-2024;PARIS;075;PARIS;0752935H;ECOLE JEANNINE MANUEL COLLEGE PRIVE;PARIS 15E ARRONDISSEMENT;75115;privé sous contrat;4;149.2;0.7
2023-2024;PARIS;075;PARIS;0752958H;COLLEGE BORIS VIAN;PARIS 17E ARRONDISSEMENT;75117;public;454;93.2;31.0
2023-2024;PARIS;075;PARIS;0753387Z;COLLEGE PRIVE BETH YACOV;PARIS 20E ARRONDISSEMENT;75120;privé sous contrat;46;107.8;30.3
2023-2024;PARIS;075;PARIS;0753978S;COLLEGE PRIVE SAINT AMBROISE;PARIS 11E ARRONDISSEMENT;75111;privé sous contrat;292;147.3;29.0
2023-2024;PARIS;075;PARIS;0753985Z;COLLEGE PRIVE SAINTE MARIE;PARIS 13E ARRONDISSEMENT;75113;privé sous contrat;583;133.4;32.3
2023-2024;PARIS;075;PARIS;0754706H;COLLEGE MARIE CURIE;PARIS 18E ARRONDISSEMENT;75118;public;392;103.0;41.2
2023-2024;PARIS;075;PARIS;0754861B;COLLEGE PRIVE POUR HANDICAPES REGAIN TOURNESOL;PARIS 13E ARRONDISSEMENT;75113;privé sous contrat;32;145.5;20.2
2023-2024;PARIS;075;PARIS;0755029J;COLLEGE PRIVE HEIKHAL MENAHEM SINAI;PARIS 20E ARRONDISSEMENT;75120;privé sous contrat;110;111.3;33.8
2023-2024;PARIS;075;PARIS;0755095F;COLLEGE EDGAR VARESE;PARIS 19E ARRONDISSEMENT;75119;public;312;111.6;36.9
2023-2024;PARIS;075;PARIS;0755779Z;COLLEGE LA ROSE BLANCHE;PARIS 17E ARRONDISSEMENT;75117;public;469;108.9;38.9
2023-2024;NORMANDIE;076;SEINE-MARITIME;0760010Y;COLLEGE EMILE VERHAEREN;BONSECOURS;76103;public;370;119.3;36.8
2023-2024;NORMANDIE;076;SEINE-MARITIME;0760053V;COLLEGE RAOUL DUFY;LE HAVRE;76351;public;698;119.2;36.2
2023-2024;NORMANDIE;076;SEINE-MARITIME;0760108E;COLLEGE JEHAN LE POVREMOYNE;SAINT VALERY EN CAUX;76655;public;534;100.3;32.9
2023-2024;NORMANDIE;076;SEINE-MARITIME;0761328F;COLLEGE PRIVE SACRE COEUR;LE HAVRE;76351;privé sous contrat;377;98.5;28.1
2023-2024;NORMANDIE;076;SEINE-MARITIME;0761331J;COLLEGE PRIVE SAINTE CROIX;MONTIVILLIERS;76447;privé sous contrat;486;119.1;30.6
2023-2024;NORMANDIE;076;SEINE-MARITIME;0761690Z;COLLEGE JEAN TEXCIER;LE GRAND QUEVILLY;76322;public;399;105.6;32.5
2023-2024;NORMANDIE;076;SEINE-MARITIME;0761701L;COLLEGE RONCHEROLLES;BOLBEC;76114;public;645;88.6;27.8
2023-2024;NORMANDIE;076;SEINE-MARITIME;0761703N;COLLEGE ALBERT CAMUS;DIEPPE;76217;public;320;75.2;25.2
2023-2024;NORMANDIE;076;SEINE-MARITIME;0761722J;COLLEGE PRIVE SAINT JOSEPH;AUMALE;76035;privé sous contrat;288;106.2;28.4
2023-2024;NORMANDIE;076;SEINE-MARITIME;0761725M;COLLEGE PRIVE SAINTE GENEVIEVE;BOLBEC;76114;privé sous contrat;410;105.8;29.3
2023-2024;NORMANDIE;076;SEINE-MARITIME;0761727P;COLLEGE PRIVE SAINTE MARIE;DEVILLE LES ROUEN;76216;privé sous contrat;507;115.0;26.8
2023-2024;NORMANDIE;076;SEINE-MARITIME;0761741E;COLLEGE ANDRE GIDE;GODERVILLE;76302;public;583;102.4;28.9
2023-2024;NORMANDIE;076;SEINE-MARITIME;0761949F;COLLEGE FERNAND LEGER;LE PETIT QUEVILLY;76498;public;445;81.7;25.3
2023-2024;NORMANDIE;076;SEINE-MARITIME;0762085D;COLLEGE COMMANDANT CHARCOT;LE TRAIT;76709;public;291;95.1;32.5
2023-2024;NORMANDIE;076;SEINE-MARITIME;0762125X;COLLEGE JEAN COCTEAU;OFFRANVILLE;76482;public;465;110.0;33.3
2023-2024;NORMANDIE;076;SEINE-MARITIME;0762132E;COLLEGE ROBESPIERRE;SAINT ETIENNE DU ROUVRAY;76575;public;243;72.1;20.6
2023-2024;NORMANDIE;076;SEINE-MARITIME;0762173Z;COLLEGE MARCEL PAGNOL;LE HAVRE;76351;public;286;71.5;17.6
2023-2024;NORMANDIE;076;SEINE-MARITIME;0762178E;COLLEGE BARBEY D AUREVILLY;ROUEN;76540;public;487;126.3;39.8
2023-2024;NORMANDIE;076;SEINE-MARITIME;0762565A;COLLEGE PRIVE LA PROVIDENCE;LE MESNIL ESNARD;76429;privé sous contrat;634;127.5;33.2
2023-2024;NORMANDIE;076;SEINE-MARITIME;0762569E;COLLEGE PRIVE LA PROVIDENCE;DIEPPE;76217;privé sous contrat;359;126.7;30.4
2023-2024;CRETEIL;077;SEINE-ET-MARNE;0770928R;COLLEGE INTERNATIONAL;FONTAINEBLEAU;77186;public;841;132.4;37.1
2023-2024;CRETEIL;077;SEINE-ET-MARNE;0771175J;COLLEGE CONDORCET;PONTAULT COMBAULT;77373;public;805;107.8;35.6
2023-2024;CRETEIL;077;SEINE-ET-MARNE;0771177L;COLLEGE RENE GOSCINNY;VAIRES SUR MARNE;77479;public;695;108.8;33.6
2023-2024;CRETEIL;077;SEINE-ET-MARNE;0771222K;COLLEGE PRIVE SAINTE CELINE;LA FERTE SOUS JOUARRE;77183;privé sous contrat;479;128.6;31.5
2023-2024;CRETEIL;077;SEINE-ET-MARNE;0771331D;COLLEGE PAUL LANGEVIN;MITRY MORY;77294;public;602;86.6;27.7
2023-2024;CRETEIL;077;SEINE-ET-MARNE;0771339M;COLLEGE PIERRE BROSSOLETTE;MELUN;77288;public;845;80.9;22.7
2023-2024;CRETEIL;077;SEINE-ET-MARNE;0771363N;COLLEGE ARTHUR CHAUSSY;BRIE COMTE ROBERT;77053;public;773;104.3;30.0
2023-2024;CRETEIL;077;SEINE-ET-MARNE;0771421B;COLLEGE LES HYVERNEAUX;LESIGNY;77249;public;777;119.4;30.2
2023-2024;CRETEIL;077;SEINE-ET-MARNE;0771422C;COLLEGE DE LA VALLEE;AVON;77014;public;535;94.0;37.3
2023-2024;CRETEIL;077;SEINE-ET-MARNE;0771424E;COLLEGE LUCIEN CEZARD;FONTAINEBLEAU;77186;public;490;125.9;34.7
2023-2024;CRETEIL;077;SEINE-ET-MARNE;0771472G;COLLEGE LE MOULIN A VENT;THORIGNY SUR MARNE;77464;public;624;109.5;35.4
2023-2024;CRETEIL;077;SEINE-ET-MARNE;0771519H;COLLEGE LOUISE MICHEL;FAREMOUTIERS;77176;public;536;111.9;30.3
2023-2024;CRETEIL;077;SEINE-ET-MARNE;0771563F;COLLEGE EUGENE DELACROIX;ROISSY EN BRIE;77390;public;684;111.0;32.2
2023-2024;CRETEIL;077;SEINE-ET-MARNE;0771621U;COLLEGE HONORE DE BALZAC;NEMOURS;77333;public;316;90.8;30.9
2023-2024;CRETEIL;077;SEINE-ET-MARNE;0771662N;COLLEGE LE GRAND PARC;CESSON;77067;public;409;115.7;33.9
2023-2024;CRETEIL;077;SEINE-ET-MARNE;0771667U;COLLEGE MON PLAISIR;CRECY LA CHAPELLE;77142;public;731;116.0;30.6
2023-2024;CRETEIL;077;SEINE-ET-MARNE;0771766B;COLLEGE BEAU SOLEIL;CHELLES;77108;public;620;103.1;32.0
2023-2024;CRETEIL;077;SEINE-ET-MARNE;0771770F;COLLEGE JACQUES PREVERT;REBAIS;77385;public;484;103.5;29.9
2023-2024;CRETEIL;077;SEINE-ET-MARNE;0771912K;COLLEGE JEAN DES BARRES;OISSERY;77344;public;582;104.5;26.7
2023-2024;CRETEIL;077;SEINE-ET-MARNE;0771959L;COLLEGE LES CITES UNIES;COMBS LA VILLE;77122;public;543;106.9;27.5
2023-2024;CRETEIL;077;SEINE-ET-MARNE;0771960M;COLLEGE HENRI WALLON;SAVIGNY LE TEMPLE;77445;public;618;98.3;32.6
2023-2024;CRETEIL;077;SEINE-ET-MARNE;0772125S;COLLEGE LE SEGRAIS;LOGNES;77258;public;393;91.9;29.9
2023-2024;CRETEIL;077;SEINE-ET-MARNE;0772191N;COLLEGE LA BOETIE;MOISSY CRAMAYEL;77296;public;573;104.6;30.2
2023-2024;CRETEIL;077;SEINE-ET-MARNE;0772499Y;COLLEGE DE LA DHUIS;NANTEUIL LES MEAUX;77330;public;760;111.9;31.7
2023-2024;CRETEIL;077;SEINE-ET-MARNE;0772548B;COLLEGE LES BLES D OR;BAILLY ROMAINVILLIERS;77018;public;460;128.0;31.0
2023-2024;CRETEIL;077;SEINE-ET-MARNE;0772651N;COLLEGE LE VIEUX CHENE;CHESSY;77111;public;522;119.1;33.0
2023-2024;VERSAILLES;078;YVELINES;0780119F;COLLEGE LOUIS LUMIERE;MARLY LE ROI;78372;public;905;138.4;32.2
2023-2024;VERSAILLES;078;YVELINES;0780254C;COLLEGE FRANCOIS MAURIAC;HOUDAN;78310;public;720;123.7;31.0
2023-2024;VERSAILLES;078;YVELINES;0780261K;COLLEGE MOZART;BOIS D ARCY;78073;public;707;120.9;33.9
2023-2024;VERSAILLES;078;YVELINES;0780571X;COLLEGE HENRI IV;MEULAN EN YVELINES;78401;public;655;102.4;32.2
2023-2024;VERSAILLES;078;YVELINES;0780574A;COLLEGE LES MOLIERES;LES ESSARTS LE ROI;78220;public;701;126.3;34.9
2023-2024;VERSAILLES;078;YVELINES;0780580G;COLLEGE PIERRE DE NOLHAC;VERSAILLES;78646;public;504;139.2;31.2
2023-2024;VERSAILLES;078;YVELINES;0780720J;COLLEGE ALEXANDRE DUMAS;MAUREPAS;78383;public;603;115.5;35.5
2023-2024;VERSAILLES;078;YVELINES;0780856G;COLLEGE L AGIOT;ELANCOURT;78208;public;537;113.1;35.4
2023-2024;VERSAILLES;078;YVELINES;0781105C;COLLEGE LE CEDRE;LE VESINET;78650;public;633;149.5;29.3
2023-2024;VERSAILLES;078;YVELINES;0781106D;COLLEGE HOCHE;VERSAILLES;78646;public;597;144.7;32.2
2023-2024;VERSAILLES;078;YVELINES;0781263Z;COLLEGE LA COULDRE;MONTIGNY LE BRETONNEUX;78423;public;462;131.9;35.5
2023-2024;VERSAILLES;078;YVELINES;0781586A;COLLEGE PRIVE BLANCHE DE CASTILLE;LE CHESNAY ROCQUENCOURT;78158;privé sous contrat;1086;152.7;22.8
2023-2024;VERSAILLES;078;YVELINES;0781597M;COLLEGE PRIVE SAINT JEAN HULST;VERSAILLES;78646;privé sous contrat;1504;156.1;21.0
2023-2024;VERSAILLES;078;YVELINES;0781863B;COLLEGE JEAN MONNET;FEUCHEROLLES;78233;public;545;144.8;29.9
2023-2024;VERSAILLES;078;YVELINES;0781864C;COLLEGE GEORGES POMPIDOU;ORGERUS;78465;public;621;130.1;30.7
2023-2024;VERSAILLES;078;YVELINES;0781914G;COLLEGE JEAN VILAR;LES MUREAUX;78440;public;612;81.9;27.0
2023-2024;VERSAILLES;078;YVELINES;0781955B;COLLEGE DE GASSICOURT;MANTES LA JOLIE;78361;public;456;81.7;28.9
2023-2024;VERSAILLES;078;YVELINES;0782114Z;COLLEGE DE LA CLEF SAINT PIERRE;ELANCOURT;78208;public;502;121.8;36.9
2023-2024;VERSAILLES;078;YVELINES;0783215W;COLLEGE JEAN MOULIN;LE PECQ;78481;public;320;104.5;34.7
2023-2024;VERSAILLES;078;YVELINES;0783251K;COLLEGE ANATOLE FRANCE;LES CLAYES SOUS BOIS;78165;public;425;112.2;35.7
2023-2024;VERSAILLES;078;YVELINES;0783295H;COLLEGE PRIVE DU SACRE COEUR;VERSAILLES;78646;privé sous contrat;970;146.4;23.7
2023-2024;VERSAILLES;078;YVELINES;0783339F;COLLEGE PRIVE SAINTE ANNE;MONTESSON;78418;privé sous contrat;583;144.5;27.3
2023-2024;VERSAILLES;078;YVELINES;0783340G;COLLEGE PRIVE MERCIER;MEULAN EN YVELINES;78401;privé sous contrat;573;117.9;30.3
2023-2024;VERSAILLES;078;YVELINES;0783546F;COLLEGE FRANCO ALLEMAND;BUC;78117;public;371;161.9;20.8
2023-2024;VERSAILLES;078;YVELINES;0783592F;COLLEGE PRIVE SAMARCANDE;MONTIGNY LE BRETONNEUX;78423;privé sous contrat;116;118.8;33.7
2023-2024;VERSAILLES;078;YVELINES;0783838Y;COLLEGE PRIVE LES CHATAIGNIERS;VERSAILLES;78646;privé sous contrat;26;143.9;21.2
2023-2024;POITIERS;079;DEUX-SEVRES;0790016N;COLLEGE HENRI MARTINEAU;COULONGES SUR L AUTIZE;79101;public;425;107.5;30.6
2023-2024;POITIERS;079;DEUX-SEVRES;0790017P;COLLEGE JEAN MONNET;LEZAY;79148;public;214;97.1;28.3
2023-2024;POITIERS;079;DEUX-SEVRES;0790020T;COLLEGE MAURICE FOMBEURE;MENIGOUTE;79176;public;167;96.4;27.9
2023-2024;POITIERS;079;DEUX-SEVRES;0790059K;COLLEGE PRIVE SAINTE AGNES;AIRVAULT;79005;privé sous contrat;80;98.1;23.9
2023-2024;POITIERS;079;DEUX-SEVRES;0790065S;COLLEGE PRIVE SAINTE ANNE;MAULEON;79079;privé sous contrat;352;101.0;26.8
2023-2024;POITIERS;079;DEUX-SEVRES;0790072Z;COLLEGE PRIVE SAINT ANDRE;SAINT MAIXENT L ECOLE;79270;privé sous contrat;306;110.0;28.0
2023-2024;POITIERS;079;DEUX-SEVRES;0790089T;COLLEGE GERARD PHILIPE;NIORT;79191;public;544;116.2;32.6
2023-2024;POITIERS;079;DEUX-SEVRES;0790699F;COLLEGE ALBERT CAMUS;FRONTENAY ROHAN ROHAN;79130;public;570;116.0;32.7
2023-2024;POITIERS;079;DEUX-SEVRES;0790708R;COLLEGE MARIE DE LA TOUR D AUVERGNE;THOUARS;79329;public;371;90.5;31.8
2023-2024;POITIERS;079;DEUX-SEVRES;0790709S;COLLEGE FONTANES;NIORT;79191;public;574;115.9;40.4
2023-2024;POITIERS;079;DEUX-SEVRES;0790929F;COLLEGE RENE CAILLIE;MAUZE SUR LE MIGNON;79170;public;353;107.3;28.8
2023-2024;POITIERS;079;DEUX-SEVRES;0791014Y;COLLEGE PRIVE NOTRE DAME;BRESSUIRE;79049;privé sous contrat;593;109.3;31.2
2023-2024;AMIENS;080;SOMME;0800023R;COLLEGE ANTOINE DE SAINT EXUPERY;BRAY SUR SOMME;80136;public;170;89.7;26.0
2023-2024;AMIENS;080;SOMME;0800033B;COLLEGE LA ROSE DES VENTS;FRIVILLE ESCARBOTIN;80368;public;417;88.6;29.4
2023-2024;AMIENS;080;SOMME;0800041K;COLLEGE PARMENTIER;MONTDIDIER;80561;public;477;85.9;26.3
2023-2024;AMIENS;080;SOMME;0800045P;COLLEGE CHARLES BIGNON;OISEMONT;80606;public;240;94.5;29.6
2023-2024;AMIENS;080;SOMME;0801210F;COLLEGE PRIVE SAINT MARTIN;AMIENS;80021;privé sous contrat;445;127.8;33.7
2023-2024;AMIENS;080;SOMME;0801225X;COLLEGE PRIVE SAINT VINCENT;MONTDIDIER;80561;privé sous contrat;352;107.9;28.8
2023-2024;AMIENS;080;SOMME;0801341Y;COLLEGE LOUISE MICHEL;ROYE;80685;public;483;83.0;26.4
2023-2024;AMIENS;080;SOMME;0801369D;COLLEGE LOUIS PASTEUR;NESLE;80585;public;229;88.4;26.3
2023-2024;AMIENS;080;SOMME;0801371F;COLLEGE GASTON VASSEUR;FEUQUIERES EN VIMEU;80308;public;429;91.4;29.4
2023-2024;AMIENS;080;SOMME;0801478X;COLLEGE PRIVE SAINTE COLETTE;CORBIE;80212;privé sous contrat;335;111.3;28.4
2023-2024;AMIENS;080;SOMME;0801485E;COLLEGE DU VAL DE NIEVRE;DOMART EN PONTHIEU;80241;public;388;86.1;28.2
2023-2024;AMIENS;080;SOMME;0801490K;COLLEGE DE LA BAIE DE SOMME;SAINT VALERY SUR SOMME;80721;public;334;93.7;26.7
2023-2024;AMIENS;080;SOMME;0801616X;COLLEGE GUY MARESCHAL;AMIENS;80021;public;382;78.3;27.6
2023-2024;AMIENS;080;SOMME;0801786G;COLLEGE JEAN MOULIN;ALBERT;80016;public;349;85.2;26.8
2023-2024;TOULOUSE;081;TARN;0810008U;COLLEGE BRASSAC;BRASSAC;81037;public;224;100.8;26.8
2023-2024;TOULOUSE;081;TARN;0810051R;COLLEGE ARISTIDE BRUANT;ALBI;81004;public;461;110.4;38.8
2023-2024;TOULOUSE;081;TARN;0810089G;COLLEGE PRIVE SAINT DOMINIQUE;LABRUGUIERE;81120;privé sous contrat;272;104.6;24.7
2023-2024;TOULOUSE;081;TARN;0810092K;COLLEGE PRIVE PUYSEGUR;RABASTENS;81220;privé sous contrat;175;125.0;28.3
2023-2024;TOULOUSE;081;TARN;0810960D;COLLEGE JEAN JAURES;CASTRES;81065;public;455;107.2;35.2
2023-2024;TOULOUSE;081;TARN;0810993P;COLLEGE ALBERT CAMUS;GAILLAC;81099;public;813;105.2;34.1
2023-2024;TOULOUSE;081;TARN;0811061N;COLLEGE PRIVE BON SAUVEUR;ALBI;81004;privé sous contrat;445;124.6;31.7
2023-2024;TOULOUSE;081;TARN;0811197L;COLLEGE JEAN JAURES;ALBI;81004;public;748;95.7;35.4
2023-2024;TOULOUSE;081;TARN;0811331G;COLLEGE RENEE TAILLEFER;GAILLAC;81099;public;468;106.4;32.7
2023-2024;TOULOUSE;082;TARN-ET-GARONNE;0820066B;COLLEGE JEAN DE PRADES;CASTELSARRASIN;82033;public;692;93.0;28.8
2023-2024;TOULOUSE;082;TARN-ET-GARONNE;0820067C;COLLEGE THEODORE DESPEYROUS;BEAUMONT DE LOMAGNE;82013;public;478;97.2;30.5
2023-2024;TOULOUSE;082;TARN-ET-GARONNE;0820588U;COLLEGE OLYMPE DE GOUGES;MONTAUBAN;82121;public;1110;94.7;34.4
2023-2024;TOULOUSE;082;TARN-ET-GARONNE;0820753Y;COLLEGE PRIVE LA SAINTE FAMILLE JEANNE D ARC;MOISSAC;82112;privé sous contrat;247;104.9;26.8
2023-2024;NICE;083;VAR;0830002B;COLLEGE HENRI NANS;AUPS;83007;public;542;98.6;28.6
2023-2024;NICE;083;VAR;0830039S;COLLEGE BERTY ALBRECHT;SAINTE MAXIME;83115;public;519;99.7;27.4
2023-2024;NICE;083;VAR;0830075F;COLLEGE ALPHONSE KARR;SAINT RAPHAEL;83118;public;504;103.9;31.2
2023-2024;NICE;083;VAR;0830076G;COLLEGE DE LORGUES THOMAS EDISON;LORGUES;83072;public;589;105.1;34.1
2023-2024;NICE;083;VAR;0830106P;COLLEGE PRIVE DON BOSCO;SAINT CYR SUR MER;83112;privé sous contrat;365;143.8;27.8
2023-2024;NICE;083;VAR;0830168G;COLLEGE GABRIELLE COLETTE;PUGET SUR ARGENS;83099;public;607;100.5;33.2
