,index,annee,code_etablissement,etablissement,ville,commune,academie,departement,secteur_public_1_prive_2,taux_brut_de_reussite_total_secteurs,UniqueIndex
28522,22324,2020,0020498F,LYCEE PROFESSIONNEL SAINTE SOPHIE,BOHAIN EN VERMANDOIS,02095,AMIENS,AISNE,privé sous contrat,96.0,0020498F2020
28523,22325,2020,0021479X,LYCEE PROFESSIONNEL FRANCOISE DOLTO,GUISE,02361,AMIENS,AISNE,public,82.0,0021479X2020
28524,22326,2020,0021939X,LYCEE JULES VERNE (PROFESSIONNEL),CHATEAU THIERRY,02168,AMIENS,AISNE,public,83.0,0021939X2020
28525,22327,2020,0022008X,LYCEE PROFESSIONNEL JEAN MACE,CHAUNY,02173,AMIENS,AISNE,public,79.0,0022008X2020
28526,22328,2020,0030038A,LYCEE JEAN MONNET (PROFESSIONNEL),YZEURE,03321,CLERMONT-FERRAND,ALLIER,public,87.0,0030038A2020
28527,22329,2020,0030061A,LYCEE PROFESSIONNEL ALBERT LONDRES,CUSSET,03095,CLERMONT-FERRAND,ALLIER,public,87.0,0030061A2020
28528,22330,2020,0030105Y,LYCEE PROFESSIONNEL SAINTE-LOUISE,MONTLUCON,03185,CLERMONT-FERRAND,ALLIER,privé sous contrat,100.0,0030105Y2020
28529,22331,2020,0030112F,LYCEE PROFESSIONNEL ANNA RODIER,MOULINS,03190,CLERMONT-FERRAND,ALLIER,privé sous contrat,97.0,0030112F2020
28530,22332,2020,0031044U,LYCEE GENEVIEVE VINCENT (PROFESSIONNEL),COMMENTRY,03082,CLERMONT-FERRAND,ALLIER,public,96.0,0031044U2020
28531,22333,2020,0060002V,LYCEE PROFESSIONNEL JACQUES DOLLE,ANTIBES,06004,NICE,ALPES-MARITIMES,public,83.0,0060002V2020
28532,22334,2020,0060015J,LYCEE PROFESSIONNEL LES COTEAUX,CANNES,06029,NICE,ALPES-MARITIMES,public,89.0,0060015J2020
28533,22335,2020,0060082G,LYCEE PROFESSIONNEL LES EUCALYPTUS,NICE,06088,NICE,ALPES-MARITIMES,public,88.0,0060082G2020
28534,22336,2020,0060750H,INSTITUTION ST JOSEPH CARNOLES (PROFESSIONNEL),ROQUEBRUNE CAP MARTIN,06104,NICE,ALPES-MARITIMES,privé sous contrat,100.0,0060750H2020
28535,22337,2020,0061561P,LYCEE PROFESSIONNEL ALFRED HUTINEL,CANNES,06029,NICE,ALPES-MARITIMES,public,96.0,0061561P2020
28536,22338,2020,0070004S,LYCEE PROFESSIONNEL ASTIER,AUBENAS,07019,GRENOBLE,ARDECHE,public,92.0,0070004S2020
28537,22339,2020,0070107D,LYCEE PROFESSIONNEL MARIE RIVIER,BOURG ST ANDEOL,07042,GRENOBLE,ARDECHE,privé sous contrat,98.0,0070107D2020
28538,22340,2020,0080082W,LYCEE SAINT PAUL (PROFESSIONNEL),CHARLEVILLE MEZIERES,08105,REIMS,ARDENNES,privé sous contrat,97.0,0080082W2020
28539,22341,2020,0100004A,LYCEE PROFESSIONNEL VAL MORE,BAR SUR SEINE,10034,REIMS,AUBE,public,88.0,0100004A2020
28540,22342,2020,0100078F,LYCEE PROFESSIONNEL JEANNE MANCE,TROYES,10387,REIMS,AUBE,privé sous contrat,97.0,0100078F2020
28541,22343,2020,0110019L,LYCEE JACQUES RUFFIE (PROFESSIONNEL),LIMOUX,11206,MONTPELLIER,AUDE,public,83.0,0110019L2020
28542,22344,2020,0110670U,LYCEE BEAUSEJOUR (PROFESSIONNEL),NARBONNE,11262,MONTPELLIER,AUDE,privé sous contrat,99.0,0110670U2020
28543,22345,2020,0110823K,LYCEE PROFESSIONNEL CHARLES CROS,CARCASSONNE,11069,MONTPELLIER,AUDE,public,89.0,0110823K2020
28544,22346,2020,0120025M,LYCEE JEAN JAURES (PROFESSIONNEL),ST AFFRIQUE,12208,TOULOUSE,AVEYRON,public,92.0,0120025M2020
28545,22347,2020,0120037A,LYCEE PROFESSIONNEL ALEXIS MONTEIL,RODEZ,12202,TOULOUSE,AVEYRON,public,85.0,0120037A2020
28546,22348,2020,0130050J,LYCEE DENIS DIDEROT (PROFESSIONNEL),MARSEILLE 13,13213,AIX-MARSEILLE,BOUCHES-DU-RHONE,public,79.0,0130050J2020
28547,22349,2020,0130053M,LYCEE JEAN PERRIN (PROFESSIONNEL),MARSEILLE 10,13210,AIX-MARSEILLE,BOUCHES-DU-RHONE,public,83.0,0130053M2020
28548,22350,2020,0130063Y,LYCEE PROFESSIONNEL LEAU,MARSEILLE 08,13208,AIX-MARSEILLE,BOUCHES-DU-RHONE,public,90.0,0130063Y2020
28549,22351,2020,0130068D,LYCEE PROFESSIONNEL CAMILLE JULLIAN,MARSEILLE 11,13211,AIX-MARSEILLE,BOUCHES-DU-RHONE,public,98.0,0130068D2020
28550,22352,2020,0130161E,LYCEE ADAM DE CRAPONNE (PROFESSIONNEL),SALON DE PROVENCE,13103,AIX-MARSEILLE,BOUCHES-DU-RHONE,public,94.0,0130161E2020
28551,22353,2020,0130172S,LYCEE PROFESSIONNEL LEONARD DE VINCI,MARSEILLE 07,13207,AIX-MARSEILLE,BOUCHES-DU-RHONE,public,85.0,0130172S2020
28552,22354,2020,0131433M,LYCEE PROFESSIONNEL ST HENRI,MARSEILLE 16,13216,AIX-MARSEILLE,BOUCHES-DU-RHONE,privé sous contrat,100.0,0131433M2020
28553,22355,2020,0131436R,LYCEE PROFESSIONNEL MODELE ELECTRONIQUE,MARSEILLE 11,13211,AIX-MARSEILLE,BOUCHES-DU-RHONE,privé sous contrat,89.0,0131436R2020
28554,22356,2020,0131445A,LYCEE PROFESSIONNEL CHARLOTTE GRAWITZ,MARSEILLE 13,13213,AIX-MARSEILLE,BOUCHES-DU-RHONE,privé sous contrat,93.0,0131445A2020
28555,22357,2020,0131675A,LYCEE PROFESSIONNEL SAINTE ELISABETH,SEPTEMES LES VALLONS,13106,AIX-MARSEILLE,BOUCHES-DU-RHONE,privé sous contrat,95.0,0131675A2020
28556,22358,2020,0132211H,LYCEE PROFESSIONNEL JEAN LURCAT,MARTIGUES,13056,AIX-MARSEILLE,BOUCHES-DU-RHONE,public,98.0,0132211H2020
28557,22359,2020,0133274N,LYCEE PROFESSIONNEL JEANNE D ARC,ARLES,13004,AIX-MARSEILLE,BOUCHES-DU-RHONE,privé sous contrat,79.0,0133274N2020
28558,22360,2020,0133288D,LYCEE JEAN MONNET (PROFESSIONNEL),VITROLLES,13117,AIX-MARSEILLE,BOUCHES-DU-RHONE,public,82.0,0133288D2020
28559,22361,2020,0133395V,LYCEE PROFESSIONNEL STE MARIE,AIX EN PROVENCE,13001,AIX-MARSEILLE,BOUCHES-DU-RHONE,privé sous contrat,92.0,0133395V2020
28560,22362,2020,0140018U,LYCEE PROFESSIONNEL VICTOR LEPINE,CAEN,14118,NORMANDIE,CALVADOS,public,76.0,0140018U2020
28561,22363,2020,0140019V,LYCEE PROFESSIONNEL CAMILLE CLAUDEL,CAEN,14118,NORMANDIE,CALVADOS,public,92.0,0140019V2020
28562,22364,2020,0141191U,LYCEE PROFESSIONNEL NOTRE DAME DE FIDELITE,CAEN,14118,NORMANDIE,CALVADOS,privé sous contrat,94.0,0141191U2020
28563,22365,2020,0141193W,LYCEE PROFESSIONNEL NOTRE DAME DE NAZARETH,DOUVRES LA DELIVRANDE,14228,NORMANDIE,CALVADOS,privé sous contrat,97.0,0141193W2020
28564,22366,2020,0142131R,LYCEE JULES DUMONT D'URVILLE (PROFESSIONNEL),CAEN,14118,NORMANDIE,CALVADOS,public,89.0,0142131R2020
28565,22367,2020,0150047V,LYCEE DE LA COMMUNICATION ST GERAUD (PROFESSIONNEL),AURILLAC,15014,CLERMONT-FERRAND,CANTAL,privé sous contrat,100.0,0150047V2020
28566,22368,2020,0160020K,LYCEE JEAN MONNET (PROFESSIONNEL),COGNAC,16102,POITIERS,CHARENTE,public,89.0,0160020K2020
28567,22369,2020,0160047P,LYCEE PROFESSIONNEL CHARLES A COULOMB,ANGOULEME,16015,POITIERS,CHARENTE,public,92.0,0160047P2020
28568,22370,2020,0161133V,LYCEE PROFESSIONNEL SAINTE MARTHE CHAVAGNES,ANGOULEME,16015,POITIERS,CHARENTE,privé sous contrat,100.0,0161133V2020
28569,22371,2020,0180008L,LYCEE PIERRE-EMILE MARTIN (PROFESSIONNEL),BOURGES,18033,ORLEANS-TOURS,CHER,public,80.0,0180008L2020
28570,22372,2020,0180035R,LYCEE EDOUARD VAILLANT (PROFESSIONNEL),VIERZON,18279,ORLEANS-TOURS,CHER,public,95.0,0180035R2020
28571,22373,2020,0180571Y,LYCEE ST JEAN BAPTISTE DE LA SALLE (PROFESSIONNEL),BOURGES,18033,ORLEANS-TOURS,CHER,privé sous contrat,91.0,0180571Y2020
28572,22374,2020,0190045W,LYCEE PROFESSIONNEL GEORGES CABANIS,BRIVE LA GAILLARDE,19031,LIMOGES,CORREZE,public,92.0,0190045W2020
28573,22375,2020,0190083M,LYCEE MARGUERITE BAHUET (PROFESSIONNEL),BRIVE LA GAILLARDE,19031,LIMOGES,CORREZE,privé sous contrat,93.0,0190083M2020
28574,22376,2020,0210013A,LYCEE PROFESSIONNEL DESIRE NISARD,CHATILLON SUR SEINE,21154,DIJON,COTE D'OR,public,86.0,0210013A2020
28575,22377,2020,0210019G,LYCEE PROFESSIONNEL LE CASTEL,DIJON,21231,DIJON,COTE D'OR,public,95.0,0210019G2020
28576,22378,2020,0211090W,LYCEE PROFESSIONNEL SAINT BENIGNE,DIJON,21231,DIJON,COTE D'OR,privé sous contrat,100.0,0211090W2020
28577,22379,2020,0211091X,LYCEE PROFESSIONNEL LES ARCADES,DIJON,21231,DIJON,COTE D'OR,privé sous contrat,98.0,0211091X2020
28578,22380,2020,0212015B,LYCEE PROFESSIONNEL SIMONE WEIL,DIJON,21231,DIJON,COTE D'OR,public,90.0,0212015B2020
28579,22381,2020,0221595P,LYCEE PROFESSIONNEL LA FONTAINE DES EAUX,DINAN,22050,RENNES,COTES D'ARMOR,public,91.0,0221595P2020
28580,22382,2020,0221865H,LYCEE PROFESSIONNEL ST JOSEPH,LAMBALLE,22093,RENNES,COTES D'ARMOR,privé sous contrat,100.0,0221865H2020
28581,22383,2020,0221866J,LYCEE PROFESSIONNEL KERSA LA SALLE,PLOUBAZLANEC,22210,RENNES,COTES D'ARMOR,privé sous contrat,94.0,0221866J2020
28582,22384,2020,0240006B,LYCEE PROFESSIONNEL SUD PÉRIGORD HELENE DUC,BERGERAC,24037,BORDEAUX,DORDOGNE,public,93.0,0240006B2020
28583,22385,2020,0240012H,LYCEE PROFESSIONNEL CHARDEUIL METIERS DU BATIMENT,COULAURES,24137,BORDEAUX,DORDOGNE,public,75.0,0240012H2020
28584,22386,2020,0240021T,LYCEE ALCIDE DUSOLIER (PROFESSIONNEL),NONTRON,24311,BORDEAUX,DORDOGNE,public,97.0,0240021T2020
28585,22387,2020,0240039M,LYCEE PROFESSIONNEL PORTE D AQUITAINE,THIVIERS,24551,BORDEAUX,DORDOGNE,public,71.0,0240039M2020
28586,22388,2020,0240048X,LYCEE PROFESSIONNEL PRE DE CORDY,SARLAT LA CANEDA,24520,BORDEAUX,DORDOGNE,public,92.0,0240048X2020
28587,22389,2020,0240984P,LYCEE PROFESSIONNEL LEONARD DE VINCI,PERIGUEUX,24322,BORDEAUX,DORDOGNE,public,86.0,0240984P2020
28588,22390,2020,0241125T,LYCEE ANTOINE DE ST EXUPERY (PROFESSIONNEL),TERRASSON,24547,BORDEAUX,DORDOGNE,public,92.0,0241125T2020
28589,22391,2020,0250001R,LYCEE PROFESSIONNEL NELSON MANDELA,AUDINCOURT,25031,BESANCON,DOUBS,public,95.0,0250001R2020
28590,22392,2020,0250011B,LYCEE JULES HAAG (PROFESSIONNEL),BESANCON,25056,BESANCON,DOUBS,public,87.0,0250011B2020
28591,22393,2020,0251349F,LYCEE PROFESSIONNEL TOUSSAINT LOUVERTURE,PONTARLIER,25462,BESANCON,DOUBS,public,94.0,0251349F2020
28592,22394,2020,0251592V,LYCEE PROFESSIONNEL SAINT JOSEPH,BESANCON,25056,BESANCON,DOUBS,privé sous contrat,100.0,0251592V2020
28593,22395,2020,0260044G,LYCEE PROFESSIONNEL AUGUSTE BOUVET,ROMANS SUR ISERE,26281,GRENOBLE,DROME,public,93.0,0260044G2020
28594,22396,2020,0260082Y,LYCEE PROFESSIONNEL LA PROVIDENCE,VALENCE,26362,GRENOBLE,DROME,privé sous contrat,100.0,0260082Y2020
28595,22397,2020,0260113G,LYCEE PROFESSIONNEL LES CATALINS,MONTELIMAR,26198,GRENOBLE,DROME,public,86.0,0260113G2020
28596,22398,2020,0261100E,LYCEE PROFESSIONNEL AMBLARD,VALENCE,26362,GRENOBLE,DROME,public,92.0,0261100E2020
28597,22399,2020,0270018Y,LYCEE PROFESSIONNEL AUGUSTIN HEBERT,EVREUX,27229,NORMANDIE,EURE,public,96.0,0270018Y2020
28598,22400,2020,0270026G,LYCEE LOUISE MICHEL (PROFESSIONNEL),GISORS,27284,NORMANDIE,EURE,public,96.0,0270026G2020
28599,22401,2020,0270029K,LYCEE LES FONTENELLES (PROFESSIONNEL),LOUVIERS,27375,NORMANDIE,EURE,public,88.0,0270029K2020
28600,22402,2020,0270052K,LYCEE PROFESSIONNEL GEORGES DUMEZIL,VERNON,27681,NORMANDIE,EURE,public,83.0,0270052K2020
28601,22403,2020,0271081D,LYCEE PROFESSIONNEL SAINT OUEN,PONT AUDEMER,27467,NORMANDIE,EURE,privé sous contrat,100.0,0271081D2020
28602,22404,2020,0271319M,LYCEE PROFESSIONNEL PORTE DE NORMANDIE,VERNEUIL D AVRE ET D ITON,27679,NORMANDIE,EURE,public,93.0,0271319M2020
28603,22405,2020,0271634E,LYCEE JEAN-BAPTISTE DECRETOT (PROFESSIONNEL),LOUVIERS,27375,NORMANDIE,EURE,public,89.0,0271634E2020
28604,22406,2020,0280009H,LYCEE PROFESSIONNEL PHILIBERT DE L ORME,LUCE,28218,ORLEANS-TOURS,EURE-ET-LOIR,public,86.0,0280009H2020
28605,22407,2020,0280687V,LYCEE PROFESSIONNEL DE COUASNON,DREUX,28134,ORLEANS-TOURS,EURE-ET-LOIR,privé sous contrat,84.0,0280687V2020
28606,22408,2020,0280864M,LYCEE PROFESSIONNEL ELSA TRIOLET,LUCE,28218,ORLEANS-TOURS,EURE-ET-LOIR,public,85.0,0280864M2020
28607,22409,2020,0280925D,LYCEE PROFESSIONNEL GILBERT COURTOIS,DREUX,28134,ORLEANS-TOURS,EURE-ET-LOIR,public,81.0,0280925D2020
28608,22410,2020,0281021H,LYCEE PROFESSIONNEL SULLY,NOGENT LE ROTROU,28280,ORLEANS-TOURS,EURE-ET-LOIR,public,89.0,0281021H2020
28609,22411,2020,0290072W,LYCEE PROFESSIONNEL JEAN CHAPTAL,QUIMPER,29232,RENNES,FINISTERE,public,93.0,0290072W2020
28610,22412,2020,0290108K,LYCEE DUPUY DE LOME (PROFESSIONNEL),BREST,29019,RENNES,FINISTERE,public,90.0,0290108K2020
28611,22413,2020,0290130J,LYCEE PROFESSIONNEL DU BATIMENT,PLEYBEN,29162,RENNES,FINISTERE,public,93.0,0290130J2020
28612,22414,2020,0290207T,LYCEE PROFESSIONNEL ND DU KREISKER,ST POL DE LEON,29259,RENNES,FINISTERE,privé sous contrat,100.0,0290207T2020
28613,22415,2020,0290340M,LYCEE FENELON (PROFESSIONNEL),BREST,29019,RENNES,FINISTERE,privé sous contrat,95.0,0290340M2020
28614,22416,2020,0291633T,LYCEE PROFESSIONNEL RENE LAENNEC,PONT L ABBE,29220,RENNES,FINISTERE,public,98.0,0291633T2020
28615,22417,2020,0300028T,LYCEE PROFESSIONNEL CEVENOL,ALES,30007,MONTPELLIER,GARD,privé sous contrat,98.0,0300028T2020
28616,22418,2020,0300058A,LYCEE PROFESSIONNEL FREDERIC MISTRAL,NIMES,30189,MONTPELLIER,GARD,public,81.0,0300058A2020
28617,22419,2020,0300950V,LYCEE ALBERT EINSTEIN (PROFESSIONNEL),BAGNOLS SUR CEZE,30028,MONTPELLIER,GARD,public,87.0,0300950V2020
28618,22420,2020,0301654K,LYCEE GENEVIEVE DE GAULLE-ANTHONIOZ (PROFESSIONNEL),MILHAUD,30169,MONTPELLIER,GARD,public,93.0,0301654K2020
28619,22421,2020,0310040A,LYCEE RAYMOND NAVES (PROFESSIONNEL),TOULOUSE,31555,TOULOUSE,HAUTE-GARONNE,public,83.0,0310040A2020
28620,22422,2020,0310054R,LYCEE PROFESSIONNEL RENEE BONNET,TOULOUSE,31555,TOULOUSE,HAUTE-GARONNE,public,89.0,0310054R2020
28621,22423,2020,0310056T,LYCEE PROFESSIONNEL GABRIEL PERI,TOULOUSE,31555,TOULOUSE,HAUTE-GARONNE,public,89.0,0310056T2020
28622,22424,2020,0311092U,LYCEE PROFESSIONNEL EUGENE MONTEL,COLOMIERS,31149,TOULOUSE,HAUTE-GARONNE,public,93.0,0311092U2020
28623,22425,2020,0311131L,LYCEE SAINTE-THERESE (PROFESSIONNEL),ST GAUDENS,31483,TOULOUSE,HAUTE-GARONNE,privé sous contrat,100.0,0311131L2020
28624,22426,2020,0311200L,LYCEE PROFESSIONNEL AIRBUS - TOULOUSE,TOULOUSE,31555,TOULOUSE,HAUTE-GARONNE,privé sous contrat,100.0,0311200L2020
28625,22427,2020,0311971Z,LYCEE PROFESSIONNEL LES POTIERS,TOULOUSE,31555,TOULOUSE,HAUTE-GARONNE,privé sous contrat,88.0,0311971Z2020
28626,22428,2020,0320015T,LYCEE MARECHAL LANNES (PROFESSIONNEL),LECTOURE,32208,TOULOUSE,GERS,public,100.0,0320015T2020
28627,22429,2020,0320030J,LYCEE PROFESSIONNEL CLEMENT ADER,SAMATAN,32410,TOULOUSE,GERS,public,95.0,0320030J2020
28628,22430,2020,0320652K,ORATOIRE SAINTE-MARIE,AUCH,32013,TOULOUSE,GERS,privé sous contrat,100.0,0320652K2020
28629,22431,2020,0330102G,LYCEE PROFESSIONNEL ODILON REDON,PAUILLAC,33314,BORDEAUX,GIRONDE,public,92.0,0330102G2020
28630,22432,2020,0331460H,LYCEE PROFESSIONNEL LES CHARTRONS,BORDEAUX,33063,BORDEAUX,GIRONDE,public,80.0,0331460H2020
28631,22433,2020,0331548D,LYCEE PROFESSIONNEL ST MICHEL,BLANQUEFORT,33056,BORDEAUX,GIRONDE,privé sous contrat,97.0,0331548D2020
28632,22434,2020,0332194F,LYCEE PROFESSIONNEL CONDORCET ARCACHON,ARCACHON,33009,BORDEAUX,GIRONDE,public,93.0,0332194F2020
28633,22435,2020,0332495H,LYCEE PROFESSIONNEL BEL ORME,BORDEAUX,33063,BORDEAUX,GIRONDE,privé sous contrat,99.0,0332495H2020
28634,22436,2020,0332497K,LYCEE PROFESSIONNEL ST VINCENT DE PAUL,BORDEAUX,33063,BORDEAUX,GIRONDE,privé sous contrat,97.0,0332497K2020
28635,22437,2020,0332550T,LYCEE PROFESSIONNEL ST GENES LA SALLE,BORDEAUX,33063,BORDEAUX,GIRONDE,privé sous contrat,97.0,0332550T2020
28636,22438,2020,0340042L,LYCEE JEAN MERMOZ (PROFESSIONNEL),MONTPELLIER,34172,MONTPELLIER,HERAULT,public,80.0,0340042L2020
28637,22439,2020,0340920R,LYCEE PROFESSIONNEL TURGOT,MONTPELLIER,34172,MONTPELLIER,HERAULT,privé sous contrat,96.0,0340920R2020
28638,22440,2020,0340992U,LYCEE PROFESSIONNEL LE SACRE COEUR,BEZIERS,34032,MONTPELLIER,HERAULT,privé sous contrat,94.0,0340992U2020
28639,22441,2020,0341521U,LYCEE ST JOSEPH PIERRE ROUGE (PROFESSIONNEL),MONTFERRIER SUR LEZ,34169,MONTPELLIER,HERAULT,privé sous contrat,100.0,0341521U2020
28640,22442,2020,0350005R,LYCEE YVON BOURGES (PROFESSIONNEL),DINARD,35093,RENNES,ILLE-ET-VILAINE,public,90.0,0350005R2020
28641,22443,2020,0350031U,LYCEE PROFESSIONNEL JEAN JAURES,RENNES,35238,RENNES,ILLE-ET-VILAINE,public,87.0,0350031U2020
28642,22444,2020,0370009J,LYCEE FRANCOIS RABELAIS (PROFESSIONNEL),CHINON,37072,ORLEANS-TOURS,INDRE-ET-LOIRE,public,95.0,0370009J2020
28643,22445,2020,0370748M,LYCEE SAINT GATIEN (PROFESSIONNEL),JOUE LES TOURS,37122,ORLEANS-TOURS,INDRE-ET-LOIRE,privé sous contrat,95.0,0370748M2020
28644,22446,2020,0371211R,LYCEE PROFESSIONNEL BEAUREGARD,CHATEAU RENAULT,37063,ORLEANS-TOURS,INDRE-ET-LOIRE,public,81.0,0371211R2020
28645,22447,2020,0380033E,LYCEE PROFESSIONNEL VAUCANSON,GRENOBLE,38185,GRENOBLE,ISERE,public,76.0,0380033E2020
28646,22448,2020,0380053B,LYCEE PROFESSIONNEL CHARLES GABRIEL PRAVAZ,LE PONT DE BEAUVOISIN,38315,GRENOBLE,ISERE,public,97.0,0380053B2020
28647,22449,2020,0380091T,LYCEE PROFESSIONNEL EDOUARD HERRIOT,VOIRON,38563,GRENOBLE,ISERE,public,89.0,0380091T2020
28648,22450,2020,0380092U,LYCEE PROFESSIONNEL FERDINAND BUISSON,VOIRON,38563,GRENOBLE,ISERE,public,92.0,0380092U2020
28649,22451,2020,0381602K,LYCEE PROFESSIONNEL L'ODYSSEE,PONT DE CHERUY,38316,GRENOBLE,ISERE,public,91.0,0381602K2020
28650,22452,2020,0381806G,LYCEE PROFESSIONNEL BORDIER,GRENOBLE,38185,GRENOBLE,ISERE,privé sous contrat,91.0,0381806G2020
28651,22453,2020,0382099A,LYCEE PROFESSIONNEL ROGER DESCHAUX,SASSENAGE,38474,GRENOBLE,ISERE,public,85.0,0382099A2020
28652,22454,2020,0400027M,LYCEE JEAN TARIS (PROFESSIONNEL),PEYREHORADE,40224,BORDEAUX,LANDES,public,99.0,0400027M2020
28653,22455,2020,0400047J,LYCEE PROFESSIONNEL JEAN D ARCET,AIRE SUR L ADOUR,40001,BORDEAUX,LANDES,public,93.0,0400047J2020
28654,22456,2020,0400080V,LYCEE PROFESSIONNEL JEAN CASSAIGNE,ST PIERRE DU MONT,40281,BORDEAUX,LANDES,privé sous contrat,100.0,0400080V2020
28655,22457,2020,0410036S,LYCEE PROFESSIONNEL DENIS PAPIN,ROMORANTIN LANTHENAY,41194,ORLEANS-TOURS,LOIR-ET-CHER,public,86.0,0410036S2020
28656,22458,2020,0410693F,LYCEE LA PROVIDENCE (PROFESSIONNEL),BLOIS,41018,ORLEANS-TOURS,LOIR-ET-CHER,privé sous contrat,93.0,0410693F2020
28657,22459,2020,0410954P,LYCEE SAINT JOSEPH (PROFESSIONNEL),VENDOME,41269,ORLEANS-TOURS,LOIR-ET-CHER,privé sous contrat,100.0,0410954P2020
28658,22460,2020,0420075D,LYCEE PROFESSIONNEL BEAUREGARD,MONTBRISON,42147,LYON,LOIRE,public,88.0,0420075D2020
28659,22461,2020,0420077F,LYCEE PROFESSIONNEL ALBERT THOMAS,ROANNE,42187,LYON,LOIRE,public,86.0,0420077F2020
28660,22462,2020,0421691K,LYCEE PROFESSIONNEL PIERRE DESGRANGES,ANDREZIEUX BOUTHEON,42005,LYON,LOIRE,public,91.0,0421691K2020
28661,22463,2020,0422158T,LYCEE LA SALESIENNE (PROFESSIONNEL),ST ETIENNE,42218,LYON,LOIRE,privé sous contrat,98.0,0422158T2020
28662,22464,2020,0430020N,LYCEE CHARLES ET ADRIEN DUPUY (PROFESSIONNEL),LE PUY EN VELAY,43157,CLERMONT-FERRAND,HAUTE-LOIRE,public,94.0,0430020N2020
28663,22465,2020,0430053Z,LYCEE SAINT JULIEN (PROFESSIONNEL),BRIOUDE,43040,CLERMONT-FERRAND,HAUTE-LOIRE,privé sous contrat,100.0,0430053Z2020
28664,22466,2020,0430101B,LYCEE PROFESSIONNEL PARADIS,BRIVES CHARENSAC,43041,CLERMONT-FERRAND,HAUTE-LOIRE,privé sous contrat,95.0,0430101B2020
28665,22467,2020,0440256P,LYCEE ST PIERRE LA JOLIVERIE (PROFESSIONNEL),ST SEBASTIEN SUR LOIRE CED,44190,NANTES,LOIRE-ATLANTIQUE,privé sous contrat,96.0,0440256P2020
28666,22468,2020,0440261V,LYCEE PROFESSIONNEL ST THOMAS D'AQUIN,ANCENIS,44003,NANTES,LOIRE-ATLANTIQUE,privé sous contrat,100.0,0440261V2020
28667,22469,2020,0440262W,LYCEE PROFESSIONNEL NAZARETH,CHATEAUBRIANT,44036,NANTES,LOIRE-ATLANTIQUE,privé sous contrat,100.0,0440262W2020
28668,22470,2020,0440279P,LYCEE LA BAUGERIE (PROFESSIONNEL),ST SEBASTIEN SUR LOIRE CED,44190,NANTES,LOIRE-ATLANTIQUE,privé sous contrat,91.0,0440279P2020
28669,22471,2020,0440282T,LYCEE PROFESSIONNEL LE MASLE,ST NAZAIRE,44184,NANTES,LOIRE-ATLANTIQUE,privé sous contrat,100.0,0440282T2020
28670,22472,2020,0440315D,LYCEE PROFESSIONNEL ANDRE BOULLOCHE,ST NAZAIRE,44184,NANTES,LOIRE-ATLANTIQUE,public,93.0,0440315D2020
28671,22473,2020,0450106W,LYCEE SAINT FRANCOIS DE SALES (PROFESSIONNEL),GIEN,45155,ORLEANS-TOURS,LOIRET,privé sous contrat,100.0,0450106W2020
28672,22474,2020,0450750W,LYCEE PROFESSIONNEL JEAN DE LA TAILLE,PITHIVIERS,45252,ORLEANS-TOURS,LOIRET,public,84.0,0450750W2020
28673,22475,2020,0450786K,LYCEE PROFESSIONNEL PAUL GAUGUIN,ORLEANS,45234,ORLEANS-TOURS,LOIRET,public,88.0,0450786K2020
28674,22476,2020,0460013P,LYCEE LEO FERRE (PROFESSIONNEL),GOURDON,46127,TOULOUSE,LOT,public,100.0,0460013P2020
28675,22477,2020,0460493L,LYCEE GASTON MONNERVILLE (PROFESSIONNEL),CAHORS,46042,TOULOUSE,LOT,public,89.0,0460493L2020
28676,22478,2020,0460529A,LYCEE PROFESSIONNEL HOTELIER QUERCY-PERIGORD,SOUILLAC,46309,TOULOUSE,LOT,public,91.0,0460529A2020
28677,22479,2020,0470004Z,LYCEE PROFESSIONNEL ANTOINE LOMET,AGEN,47001,BORDEAUX,LOT-ET-GARONNE,public,94.0,0470004Z2020
28678,22480,2020,0470015L,LYCEE PROFESSIONNEL PORTE DU LOT,CLAIRAC,47065,BORDEAUX,LOT-ET-GARONNE,public,100.0,0470015L2020
28679,22481,2020,0470730N,LYCEE PROFESSIONNEL NOTRE DAME LA COMPASSION,MARMANDE,47157,BORDEAUX,LOT-ET-GARONNE,privé sous contrat,97.0,0470730N2020
28680,22482,2020,0470782V,LYCEE PROFESSIONNEL JEAN MONNET,FOULAYRONNES,47100,BORDEAUX,LOT-ET-GARONNE,public,95.0,0470782V2020
28681,22483,2020,0480023P,LYCEE SAINT-JOSEPH (PROFESSIONNEL),MARVEJOLS,48092,MONTPELLIER,LOZERE,privé sous contrat,95.0,0480023P2020
28682,22484,2020,0490005P,LYCEE PROFESSIONNEL SIMONE VEIL,ANGERS,49007,NANTES,MAINE-ET-LOIRE,public,94.0,0490005P2020
28683,22485,2020,0490013Y,LYCEE PROFESSIONNEL DE NARCE,LOIRE AUTHION,49307,NANTES,MAINE-ET-LOIRE,public,91.0,0490013Y2020
28684,22486,2020,0490782J,LYCEE BLAISE PASCAL (PROFESSIONNEL),SEGRE,49331,NANTES,MAINE-ET-LOIRE,public,88.0,0490782J2020
28685,22487,2020,0490840X,LYCEE BOURG CHEVREAU (PROFESSIONNEL),SEGRE,49331,NANTES,MAINE-ET-LOIRE,privé sous contrat,98.0,0490840X2020
