numero_uai,date_ouverture,date_fermeture,nature_uai,nature_uai_libe
0210178E,1965-09-02,1980-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0210179F,1985-09-01,1992-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0210189S,1965-09-02,2014-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0210213T,1965-09-01,1995-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0210216W,1965-09-01,1980-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0210232N,1965-09-01,1986-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0210263X,1965-09-07,1992-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0210279P,1965-08-25,2003-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0210293E,1965-08-25,1992-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0210301N,1965-08-24,1990-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0210381A,1965-08-17,1981-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0210389J,1965-08-17,1980-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0210413K,1965-08-16,2016-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0210432F,1965-08-16,2009-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0210506L,1965-09-16,1983-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0210526H,1965-09-15,2011-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0210572H,1965-09-15,2000-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0210578P,1965-09-15,2011-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0210622M,1965-09-14,1994-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0210660D,1965-09-13,2013-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0210665J,1965-09-13,2016-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0210693P,1965-09-13,2014-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0210702Z,1965-09-13,1984-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0210739P,1965-09-11,1985-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0210782L,1965-09-09,1981-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0210788T,1965-09-09,1992-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0210795A,1965-09-09,1993-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0210810S,1965-09-09,1996-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0210848H,1965-09-08,1982-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0210883W,1965-09-08,1978-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0210945N,1965-09-07,2013-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0210985G,1965-09-09,1982-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0211097D,1995-09-01,2009-08-31,334,SECTION D ENSEIGNEMENT PROFESSIONNEL
0211209A,1969-06-25,1980-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0211228W,1976-01-05,2003-08-31,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE
0211303C,1971-03-16,1987-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0211346Z,1971-06-18,1992-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0211370A,1972-06-12,1979-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0211375F,1972-06-12,1989-09-02,151,ECOLE DE NIVEAU ELEMENTAIRE
0211406P,1973-06-12,1990-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0211469H,1975-05-20,2012-08-31,101,ECOLE MATERNELLE
0211620X,1982-09-01,1991-08-31,101,ECOLE MATERNELLE
0211668Z,1983-09-01,2022-08-31,101,ECOLE MATERNELLE
0211711W,1984-09-01,2010-08-31,101,ECOLE MATERNELLE
0211725L,1984-09-01,1985-08-31,101,ECOLE MATERNELLE
0211834E,1986-09-03,1987-09-07,101,ECOLE MATERNELLE
0211953J,1991-09-01,2004-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0212038B,1994-09-01,2000-08-31,336,SECTION ENSEIGNT TECHNO (1ER CYCLE)
0212225E,2014-09-01,2020-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0220114E,1950-08-04,1983-10-02,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE
0220174V,1967-05-16,1984-09-09,340,COLLEGE
0220287T,1968-12-01,2018-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0220365C,1968-02-09,1987-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0220493S,1967-12-20,2003-08-31,101,ECOLE MATERNELLE
0220514P,1968-01-05,1986-09-14,151,ECOLE DE NIVEAU ELEMENTAIRE
0220520W,1967-12-20,2004-08-31,103,ECOLE MATERNELLE D APPLICATION
0220528E,1968-01-08,1987-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0220536N,1968-01-08,1989-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0220539S,1968-01-09,2015-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0220587U,1967-12-08,1994-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0220664C,1968-01-09,2018-08-31,101,ECOLE MATERNELLE
0220699R,1967-11-24,2010-08-31,101,ECOLE MATERNELLE
0270708Y,1965-08-25,1990-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0270723P,1965-08-25,1997-09-25,151,ECOLE DE NIVEAU ELEMENTAIRE
0270726T,1965-08-25,2011-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0270785G,1965-08-25,1983-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0270787J,1965-08-25,1983-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0270809H,1965-08-25,1999-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0270811K,1965-08-25,2022-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0270817S,1965-08-25,1978-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0270820V,1965-08-25,1978-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0270837N,1965-08-25,2023-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0270862R,1965-08-25,1978-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0270863S,1965-08-25,2017-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0270882M,1965-08-25,1991-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0270886S,1965-08-25,2018-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0270901H,1965-08-25,1994-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0270906N,1965-08-25,1989-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0270912V,1965-08-25,1979-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0270920D,1965-08-25,2007-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0270931R,1965-08-25,2019-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0270935V,1965-08-25,1982-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0270936W,1965-08-25,1990-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0270938Y,1965-08-25,2019-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0270948J,1965-08-25,2019-08-31,101,ECOLE MATERNELLE
0270957U,1965-08-25,2009-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0270973L,1965-08-25,2003-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0270977R,1965-08-25,1990-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0270978S,1965-08-25,1990-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0270990E,1965-08-25,2000-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0271027V,1966-09-23,2013-08-31,101,ECOLE MATERNELLE
0271048T,1967-07-12,1977-08-31,302,LYCEE D ENSEIGNEMENT GENERAL
0271224J,1971-01-29,1996-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0271247J,1972-06-05,2018-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0271307Z,1974-05-20,2001-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0271348U,1976-05-20,2017-08-31,101,ECOLE MATERNELLE
0271356C,1976-05-24,2004-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0271408J,1977-05-16,2001-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0271416T,1978-09-01,2005-08-31,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE
0271418V,1977-09-01,1994-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0271493B,1982-09-01,2017-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0271494C,1982-09-01,1986-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0271590G,1990-09-01,2012-08-31,101,ECOLE MATERNELLE
0271612F,1991-09-01,2022-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0271620P,1991-09-01,1998-08-31,334,SECTION D ENSEIGNEMENT PROFESSIONNEL
0271649W,1993-04-30,1999-08-31,336,SECTION ENSEIGNT TECHNO (1ER CYCLE)
0271651Y,1993-04-30,1999-08-31,336,SECTION ENSEIGNT TECHNO (1ER CYCLE)
0271654B,1993-04-30,1999-08-31,336,SECTION ENSEIGNT TECHNO (1ER CYCLE)
0271655C,1993-04-30,1999-08-31,336,SECTION ENSEIGNT TECHNO (1ER CYCLE)
0271680E,1995-09-01,2020-08-31,101,ECOLE MATERNELLE
0271681F,1995-09-01,2019-08-31,101,ECOLE MATERNELLE
0271718W,1998-09-01,2002-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0271751G,2000-09-01,2003-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0271785U,2003-09-01,2004-08-31,101,ECOLE MATERNELLE
0280068X,1967-02-08,1981-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0280069Y,1967-02-08,2003-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0280077G,1967-02-08,1980-09-14,151,ECOLE DE NIVEAU ELEMENTAIRE
0280094A,1967-02-08,2002-08-31,101,ECOLE MATERNELLE
0280106N,1967-02-08,2006-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0280114X,1967-02-08,1995-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0280125J,1967-02-08,1992-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0280157U,1967-02-07,1980-09-14,151,ECOLE DE NIVEAU ELEMENTAIRE
0280181V,1967-01-27,2006-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0280206X,1967-01-26,2023-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0280267N,1967-02-09,1983-09-05,152,ECOLE ELEMENTAIRE ANNEXE D INSPE
0280284G,1967-03-03,2017-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0280293S,1967-03-02,1999-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0280297W,1967-02-17,1988-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0280311L,1967-02-14,2010-08-31,101,ECOLE MATERNELLE
0280320W,1966-10-12,2013-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0280335M,1966-10-12,1993-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0280338R,1966-09-29,2004-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0280392Z,1966-10-06,2003-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0280443E,1967-01-18,1993-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0280446H,1967-01-18,2017-08-31,101,ECOLE MATERNELLE
0280448K,1967-01-18,1979-09-14,151,ECOLE DE NIVEAU ELEMENTAIRE
0280485A,1967-01-19,2022-08-30,151,ECOLE DE NIVEAU ELEMENTAIRE
0280489E,1967-01-19,1979-09-14,151,ECOLE DE NIVEAU ELEMENTAIRE
0280493J,1967-01-20,2008-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0280524T,1967-01-20,1994-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0280536F,1967-01-20,2000-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0280538H,1967-01-20,1996-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0280599Z,1967-01-24,2007-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0280601B,1967-01-24,1979-09-14,151,ECOLE DE NIVEAU ELEMENTAIRE
0280644Y,1982-09-01,1982-09-05,151,ECOLE DE NIVEAU ELEMENTAIRE
0280645Z,1967-01-24,1989-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0280712X,1968-10-22,1993-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0280744G,1969-11-26,2006-08-31,101,ECOLE MATERNELLE
0280749M,1969-11-26,2005-08-31,101,ECOLE MATERNELLE
0280754T,1970-02-02,2007-08-31,340,COLLEGE
0011036W,1976-05-24,2023-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0011143M,1980-09-01,2012-08-31,101,ECOLE MATERNELLE
0011359X,2002-09-01,2006-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0020117S,1966-10-29,1993-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0020120V,1966-10-29,1987-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0020307Y,1966-10-29,2010-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0020360F,1966-10-29,1985-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0020434L,1966-11-05,2017-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0020461R,1966-11-05,1995-08-31,101,ECOLE MATERNELLE
0280838J,1967-06-07,1986-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0280846T,1967-06-07,1980-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0280852Z,1971-06-18,2011-08-31,101,ECOLE MATERNELLE
0280872W,1972-06-19,2004-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0280895W,1973-04-06,2008-08-31,101,ECOLE MATERNELLE
0280906H,1974-05-20,2022-08-30,101,ECOLE MATERNELLE
0280913R,1974-07-19,2007-08-31,101,ECOLE MATERNELLE
0280980N,1979-09-13,2013-08-31,101,ECOLE MATERNELLE
0281029S,1985-09-09,2004-08-31,101,ECOLE MATERNELLE
0281068J,1992-09-01,1999-08-31,336,SECTION ENSEIGNT TECHNO (1ER CYCLE)
0290001U,1965-05-01,2018-08-31,320,LYCEE PROFESSIONNEL
0290161T,1966-10-25,2002-08-31,302,LYCEE D ENSEIGNEMENT GENERAL
0290204P,1966-11-30,2015-11-18,320,LYCEE PROFESSIONNEL
0290208U,1966-11-30,1984-06-19,320,LYCEE PROFESSIONNEL
0290234X,1967-04-28,2009-08-31,340,COLLEGE
0290239C,1967-04-28,2004-08-31,340,COLLEGE
0290274R,1967-05-10,2005-08-31,340,COLLEGE
0290277U,1967-05-12,2006-08-31,340,COLLEGE
0290388P,1969-05-28,1999-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0290395X,1969-05-28,1993-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0290457P,1969-05-28,1981-09-14,151,ECOLE DE NIVEAU ELEMENTAIRE
0290465Y,1969-05-28,1996-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0290474H,1969-03-11,2009-08-31,101,ECOLE MATERNELLE
0290488Y,1969-03-11,2009-08-31,101,ECOLE MATERNELLE
0290492C,1969-03-11,1999-08-31,101,ECOLE MATERNELLE
0290494E,1969-03-11,1998-08-31,101,ECOLE MATERNELLE
0290498J,1969-03-11,1994-08-31,101,ECOLE MATERNELLE
0290501M,1969-03-11,2010-08-31,101,ECOLE MATERNELLE
0290503P,1969-03-11,1978-08-31,101,ECOLE MATERNELLE
0290505S,1969-03-11,2010-08-31,101,ECOLE MATERNELLE
0290511Y,1969-03-11,2011-08-31,101,ECOLE MATERNELLE
0290512Z,1969-03-11,2017-08-31,101,ECOLE MATERNELLE
0290514B,1969-03-11,2019-08-31,101,ECOLE MATERNELLE
0290522K,1969-03-11,1978-08-31,101,ECOLE MATERNELLE
0290531V,1969-07-16,2012-08-31,101,ECOLE MATERNELLE
0290537B,1969-07-17,2009-08-31,101,ECOLE MATERNELLE
0290538C,1969-07-17,2008-08-31,101,ECOLE MATERNELLE
0290563E,1969-07-17,2007-08-31,101,ECOLE MATERNELLE
0290574S,1969-07-17,2018-08-31,101,ECOLE MATERNELLE
0290591K,1969-03-12,1984-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0290597S,1969-03-12,1992-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0290707L,1969-05-14,1978-12-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0290722C,1969-05-14,1983-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0290757R,1969-03-28,1988-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0290848P,1969-02-06,1987-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0290857Z,1969-02-06,1994-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0290858A,1969-02-06,1994-08-31,101,ECOLE MATERNELLE
0290870N,1969-02-21,1981-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0290878X,1969-02-21,1990-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0290891L,1969-02-21,1990-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0290937L,1969-02-21,1990-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0290948Y,1969-02-28,1991-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0290975C,1969-03-04,1994-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0291005K,1969-02-28,1984-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0291012T,1969-02-28,1990-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0291082U,1969-03-11,2004-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0291109Y,1970-04-27,2008-08-31,101,ECOLE MATERNELLE
0291139F,1970-05-21,2009-08-31,101,ECOLE MATERNELLE
0291148R,1976-05-20,2006-08-24,101,ECOLE MATERNELLE
0291157A,1970-05-26,2010-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0291164H,1976-05-20,2010-08-31,101,ECOLE MATERNELLE
0291213L,1969-07-17,2009-08-31,101,ECOLE MATERNELLE
0291214M,1969-07-17,2000-08-31,101,ECOLE MATERNELLE
0291219T,1970-10-16,1979-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0291238N,1971-03-22,2004-08-31,101,ECOLE MATERNELLE
0291245W,1971-03-25,1984-07-03,151,ECOLE DE NIVEAU ELEMENTAIRE
0291287S,1971-03-25,1998-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0291305L,1971-03-25,2001-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0291308P,1971-03-25,1994-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0291321D,1971-03-25,2018-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0291323F,1971-03-25,1980-09-10,151,ECOLE DE NIVEAU ELEMENTAIRE
0291324G,1971-03-25,2003-08-24,151,ECOLE DE NIVEAU ELEMENTAIRE
0291327K,1971-03-25,1979-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0291336V,1971-03-25,2021-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0291366C,1971-03-26,2006-08-24,151,ECOLE DE NIVEAU ELEMENTAIRE
0291367D,1971-03-26,1997-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0291371H,1971-03-26,1978-09-12,151,ECOLE DE NIVEAU ELEMENTAIRE
0291404U,1971-03-25,1996-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0291418J,1971-03-25,1992-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0291426T,1971-03-25,1994-08-31,101,ECOLE MATERNELLE
0291430X,1971-03-25,1984-10-18,151,ECOLE DE NIVEAU ELEMENTAIRE
0291461F,1971-03-24,1988-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0291475W,1971-03-23,1986-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0291478Z,1971-03-23,1997-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0291483E,1971-03-24,1989-08-31,101,ECOLE MATERNELLE
0291485G,1971-03-24,2000-08-31,101,ECOLE MATERNELLE
0291507F,1971-03-25,2008-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0291527C,1971-03-25,1993-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0291534K,1971-03-25,2016-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0291543V,1976-09-23,1994-08-31,101,ECOLE MATERNELLE
0291612V,1971-06-22,2003-08-24,101,ECOLE MATERNELLE
0291616Z,1971-06-22,1980-09-10,101,ECOLE MATERNELLE
0291622F,1971-11-09,2004-08-31,101,ECOLE MATERNELLE
0291642C,1972-06-13,2008-08-31,101,ECOLE MATERNELLE
0291649K,1972-06-12,1984-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0291651M,1972-06-13,2008-08-31,101,ECOLE MATERNELLE
0291711C,1973-10-05,1980-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0291732A,1974-05-22,2011-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0291742L,1974-05-24,2009-08-31,101,ECOLE MATERNELLE
0291762H,1975-05-27,1984-08-31,101,ECOLE MATERNELLE
0291797W,1977-05-18,2002-08-31,101,ECOLE MATERNELLE
0291801A,1977-05-18,2010-08-31,101,ECOLE MATERNELLE
0291820W,1978-09-01,2019-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0291823Z,1978-09-01,2008-08-31,101,ECOLE MATERNELLE
0291845Y,1979-09-01,1996-08-31,101,ECOLE MATERNELLE
0291862S,1980-09-11,2007-08-31,101,ECOLE MATERNELLE
0291904M,1981-09-01,2007-08-31,101,ECOLE MATERNELLE
0291921F,1981-09-15,1998-08-31,101,ECOLE MATERNELLE
0291930R,1982-09-01,2003-08-24,101,ECOLE MATERNELLE
0291996M,1984-07-04,1985-08-31,101,ECOLE MATERNELLE
0292010C,1984-09-01,1991-08-31,320,LYCEE PROFESSIONNEL
0292014G,1987-09-01,1996-08-31,101,ECOLE MATERNELLE
0292022R,1986-09-01,2008-08-31,101,ECOLE MATERNELLE
0292043N,1988-12-08,1993-08-31,320,LYCEE PROFESSIONNEL
0292141V,1996-02-01,2004-08-31,320,LYCEE PROFESSIONNEL
0292186U,2000-09-01,2011-08-31,320,LYCEE PROFESSIONNEL
0292212X,2003-08-25,2014-08-31,101,ECOLE MATERNELLE
0292256V,2006-09-01,2015-08-31,320,LYCEE PROFESSIONNEL
0292323T,2012-09-01,2017-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0292336G,2015-09-01,2020-08-31,320,LYCEE PROFESSIONNEL
0300008W,1965-05-01,2009-08-31,302,LYCEE D ENSEIGNEMENT GENERAL
0300084D,1967-03-08,1981-09-23,302,LYCEE D ENSEIGNEMENT GENERAL
0300105B,1967-03-13,1997-08-31,320,LYCEE PROFESSIONNEL
0300117P,1967-03-13,1990-08-31,320,LYCEE PROFESSIONNEL
0300157H,1967-10-09,2002-08-31,101,ECOLE MATERNELLE
0300159K,1967-10-09,2002-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0300164R,1967-10-09,1991-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0300171Y,1967-10-09,1993-08-31,101,ECOLE MATERNELLE
0300179G,1967-10-09,2001-08-31,101,ECOLE MATERNELLE
0300236U,1967-10-09,1983-09-07,151,ECOLE DE NIVEAU ELEMENTAIRE
0300237V,1967-10-09,1993-08-31,101,ECOLE MATERNELLE
0300253M,1967-10-09,1993-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0300261W,1967-10-09,2002-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0300262X,1967-10-09,2002-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0300265A,1967-10-09,1999-08-31,101,ECOLE MATERNELLE
0300267C,1967-10-09,2001-08-31,101,ECOLE MATERNELLE
0300269E,1967-10-09,2001-08-31,101,ECOLE MATERNELLE
0300296J,1967-10-09,1984-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0300302R,1967-10-09,1989-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0300311A,1967-10-09,1979-09-13,151,ECOLE DE NIVEAU ELEMENTAIRE
0300341H,1967-10-09,1981-09-23,151,ECOLE DE NIVEAU ELEMENTAIRE
0300352V,1967-10-09,1983-09-07,151,ECOLE DE NIVEAU ELEMENTAIRE
0300374U,1967-10-09,1978-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0300378Y,1967-10-09,1986-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0300435K,1967-10-11,1999-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0300453E,1967-10-10,1987-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0300457J,1967-10-10,1992-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0300501G,1967-10-10,1985-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0300502H,1967-10-10,1985-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0300574L,1967-10-10,1993-08-31,101,ECOLE MATERNELLE
0300575M,1967-10-10,1985-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0300594H,1967-10-10,1990-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0300641J,1967-10-11,1983-09-07,151,ECOLE DE NIVEAU ELEMENTAIRE
0300648S,1967-10-11,2003-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0300663H,1985-09-01,2002-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0300688K,1967-10-11,1978-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0300729E,1967-10-11,1979-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0300750C,1967-10-11,2000-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0300754G,1967-10-11,2007-08-31,101,ECOLE MATERNELLE
0300777G,1967-10-11,1983-09-07,151,ECOLE DE NIVEAU ELEMENTAIRE
0300791X,1967-10-11,1993-08-31,101,ECOLE MATERNELLE
0300815Y,1967-10-11,2006-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0300824H,1967-10-11,2009-08-31,101,ECOLE MATERNELLE
0300827L,1967-10-11,1999-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0300828M,1967-10-11,1999-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0300831R,1967-10-11,1995-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0300859W,1967-10-11,1985-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0300869G,1967-10-11,2003-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0300903U,1967-10-11,1986-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0300904V,1967-10-11,1986-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0300918K,1967-10-11,1990-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0300932A,1969-02-13,1991-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0300999Y,1969-05-06,1989-09-11,101,ECOLE MATERNELLE
0301078J,1970-09-18,2001-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0301083P,1970-09-18,2000-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
